"source","fragmentation_index","frag_ea_c","marginal_effect","ci_low","ci_high","ci_low_68","ci_high_68"
"Direct euro area EA-MD factors",112.571439751933,12.5714397519331,-2.45705154274856,-5.53491152514241,0.620808439645287,-4.02738826845971,-0.886714817037415
"Direct euro area EA-MD factors",113.055817897134,13.0558178971342,-2.50643262507902,-5.68565295984359,0.672787709685544,-4.12848381628544,-0.884381433872612
"Direct euro area EA-MD factors",113.540196042335,13.5401960423352,-2.55581370740949,-5.83651113422042,0.724883719401441,-4.22963892517016,-0.881988489648809
"Direct euro area EA-MD factors",114.024574187536,14.0245741875363,-2.60519478973995,-5.9874755408207,0.777085961340804,-4.33084823416891,-0.879541345310993
"Direct euro area EA-MD factors",114.508952332737,14.5089523327374,-2.65457587207041,-6.13853688728329,0.829385143142468,-4.43210700228106,-0.877044741859758
"Direct euro area EA-MD factors",114.993330477938,14.9933304779385,-2.70395695440087,-6.2896869268694,0.881773018067657,-4.53341102198686,-0.874502886814889
"Direct euro area EA-MD factors",115.47770862314,15.4777086231396,-2.75333803673134,-6.44091831639162,0.934242242928947,-4.63475654676209,-0.871919526700579
"Direct euro area EA-MD factors",115.962086768341,15.9620867683406,-2.8027191190618,-6.59222449654365,0.986786258420057,-4.73614023002193,-0.869298008101668
"Direct euro area EA-MD factors",116.446464913542,16.4464649135417,-2.85210020139226,-6.74359959064219,1.03939918785767,-4.83755907345855,-0.866641329325967
"Direct euro area EA-MD factors",116.930843058743,16.9308430587428,-2.90148128372272,-6.89503831857843,1.09207575113299,-4.9390103831389,-0.863952184306541
"Direct euro area EA-MD factors",117.415221203944,17.4152212039439,-2.95086236605318,-7.04653592339424,1.14481119128787,-5.04049173204352,-0.86123300006285
"Direct euro area EA-MD factors",117.899599349145,17.899599349145,-3.00024344838365,-7.19808810838527,1.19760121161798,-5.14200092797631,-0.858485968790981
"Direct euro area EA-MD factors",118.383977494346,18.3839774943461,-3.04962453071411,-7.34969098302037,1.25044192159216,-5.24353598597241,-0.855713075455809
"Direct euro area EA-MD factors",118.868355639547,18.8683556395471,-3.09900561304457,-7.50134101627541,1.30332979018627,-5.34509510448888,-0.852916121600262
"Direct euro area EA-MD factors",119.352733784748,19.3527337847482,-3.14838669537503,-7.65303499622759,1.35626160547752,-5.4466766447896,-0.850096745960464
"Direct euro area EA-MD factors",119.837111929949,19.8371119299493,-3.19776777770549,-7.80476999495612,1.40923443954513,-5.54827911303745,-0.847256442373544
"Direct euro area EA-MD factors",120.32149007515,20.3214900751504,-3.24714886003596,-7.95654333795716,1.46224561788525,-5.64990114468963,-0.844396575382281
